Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
numero de telefono de tuves,2.0,9.0,0.2222222222222222,1.8888888888888888,2019-05-12,gsc_property,worldwide,mobile,
pagar tuves hd,2.0,8.0,0.25,1.875,2019-05-12,gsc_property,worldwide,mobile,
planes tuves,2.0,2.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
programacion canales de cable,2.0,4.0,0.5,8.5,2019-05-12,gsc_property,worldwide,mobile,
programacion tv cable chile,2.0,8.0,0.25,8.625,2019-05-12,gsc_property,worldwide,mobile,
tu tv hd,2.0,27.0,0.07407407407407407,4.7407407407407405,2019-05-12,gsc_property,worldwide,mobile,
tu ves cable,2.0,5.0,0.4,1.0,2019-05-12,gsc_property,worldwide,mobile,
tu ves tv,2.0,3.0,0.6666666666666666,1.0,2019-05-12,gsc_property,worldwide,mobile,
tubeshd,2.0,3.0,0.6666666666666666,2.666666666666667,2019-05-12,gsc_property,worldwide,mobile,
tuves cable,2.0,4.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves fono,2.0,3.0,0.6666666666666666,1.6666666666666665,2019-05-12,gsc_property,worldwide,mobile,
tuves hd chile planes,2.0,3.0,0.6666666666666666,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves hd reclamos,2.0,2.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves tv,2.0,3.0,0.6666666666666666,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuvez,2.0,6.0,0.3333333333333333,1.1666666666666667,2019-05-12,gsc_property,worldwide,mobile,
tuvezhd,2.0,3.0,0.6666666666666666,1.0,2019-05-12,gsc_property,worldwide,mobile,
tv satelital,2.0,26.0,0.07692307692307693,5.653846153846154,2019-05-12,gsc_property,worldwide,mobile,
tv satelital chile,2.0,3.0,0.6666666666666666,1.0,2019-05-12,gsc_property,worldwide,mobile,
cable tuves hd,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
call center tuves,1.0,4.0,0.25,1.0,2019-05-12,gsc_property,worldwide,mobile,
call center tuves hd,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
canales peruanos en chile,1.0,1.0,1.0,3.0,2019-05-12,gsc_property,worldwide,mobile,
canales tuves,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
contratar cable,1.0,2.0,0.5,8.0,2019-05-12,gsc_property,worldwide,mobile,
decodificador kaonmedia hdrec vm9130,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
enter tv,1.0,1.0,1.0,2.0,2019-05-12,gsc_property,worldwide,mobile,
guia de canales,1.0,4.0,0.25,8.25,2019-05-12,gsc_property,worldwide,mobile,
guia hbo chile,1.0,23.0,0.043478260869565216,9.173913043478262,2019-05-12,gsc_property,worldwide,mobile,
hogar tv,1.0,1.0,1.0,8.0,2019-05-12,gsc_property,worldwide,mobile,
mi.tuves,1.0,4.0,0.25,1.25,2019-05-12,gsc_property,worldwide,mobile,
numero de tuves hd chile,1.0,5.0,0.2,1.8,2019-05-12,gsc_property,worldwide,mobile,
numero tuves,1.0,4.0,0.25,2.0,2019-05-12,gsc_property,worldwide,mobile,
pagar tv cable tuves,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
programacion cable,1.0,17.0,0.058823529411764705,5.411764705882353,2019-05-12,gsc_property,worldwide,mobile,
programacion de todos los canales de cable,1.0,2.0,0.5,7.0,2019-05-12,gsc_property,worldwide,mobile,
programacion tuves hd,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
programación hbo chile,1.0,30.0,0.03333333333333333,10.2,2019-05-12,gsc_property,worldwide,mobile,
programación tv chile,1.0,1.0,1.0,35.0,2019-05-12,gsc_property,worldwide,mobile,
servicio al cliente tuves hd,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
soporte tecnico tuves hd,1.0,3.0,0.3333333333333333,1.0,2019-05-12,gsc_property,worldwide,mobile,
te ve,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
telefono tuves,1.0,2.0,0.5,2.0,2019-05-12,gsc_property,worldwide,mobile,
television cable,1.0,4.0,0.25,4.0,2019-05-12,gsc_property,worldwide,mobile,
television por cable,1.0,9.0,0.1111111111111111,8.0,2019-05-12,gsc_property,worldwide,mobile,
television prepago,1.0,2.0,0.5,3.0,2019-05-12,gsc_property,worldwide,mobile,
television satelital,1.0,17.0,0.058823529411764705,6.352941176470588,2019-05-12,gsc_property,worldwide,mobile,
tu vez,1.0,6.0,0.16666666666666666,1.0,2019-05-12,gsc_property,worldwide,mobile,
tu.tv,1.0,4.0,0.25,2.0,2019-05-12,gsc_property,worldwide,mobile,
tube tv,1.0,2.0,0.5,4.5,2019-05-12,gsc_property,worldwide,mobile,
tubes hd,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
tustv,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuve hd,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves hd cable,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves hd contacto,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves pago,1.0,8.0,0.125,2.0,2019-05-12,gsc_property,worldwide,mobile,
tuves programacion,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves s.a,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves sa,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves tv chile,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuves. cl,1.0,3.0,0.3333333333333333,1.0,2019-05-12,gsc_property,worldwide,mobile,
tuvetv,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
tv cable barato,1.0,3.0,0.3333333333333333,1.0,2019-05-12,gsc_property,worldwide,mobile,
tv cable hd online,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
tv cable mas barato,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
tv cable online chile,1.0,6.0,0.16666666666666666,10.666666666666666,2019-05-12,gsc_property,worldwide,mobile,
tv cable satelital,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
tv cable tuves,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,mobile,
tv prepago,1.0,5.0,0.2,3.0,2019-05-12,gsc_property,worldwide,mobile,
tv tuves,1.0,2.0,0.5,1.5,2019-05-12,gsc_property,worldwide,mobile,
tvhd,1.0,8.0,0.125,2.625,2019-05-12,gsc_property,worldwide,mobile,
tvs hd,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,mobile,
canales online,12.0,85.0,0.1411764705882353,8.011764705882353,2019-05-12,gsc_property,worldwide,desktop,
tuves,10.0,19.0,0.5263157894736842,1.0526315789473684,2019-05-12,gsc_property,worldwide,desktop,
tuves hd,5.0,9.0,0.5555555555555556,1.1111111111111112,2019-05-12,gsc_property,worldwide,desktop,
tuves hd planes,4.0,4.0,1.0,1.0,2019-05-12,gsc_property,worldwide,desktop,
tuves programacion,4.0,4.0,1.0,1.0,2019-05-12,gsc_property,worldwide,desktop,
tuves chile,3.0,4.0,0.75,1.0,2019-05-12,gsc_property,worldwide,desktop,
tuveshd,3.0,4.0,0.75,1.25,2019-05-12,gsc_property,worldwide,desktop,
tv cable online,3.0,24.0,0.125,7.708333333333333,2019-05-12,gsc_property,worldwide,desktop,
tv satelital,3.0,10.0,0.3,11.2,2019-05-12,gsc_property,worldwide,desktop,
tu tv,2.0,3.0,0.6666666666666666,31.0,2019-05-12,gsc_property,worldwide,desktop,
tu ves,2.0,4.0,0.5,1.0,2019-05-12,gsc_property,worldwide,desktop,
cable online chile,1.0,3.0,0.3333333333333333,7.0,2019-05-12,gsc_property,worldwide,desktop,
canales hd online,1.0,2.0,0.5,6.5,2019-05-12,gsc_property,worldwide,desktop,
canales on line,1.0,2.0,0.5,10.0,2019-05-12,gsc_property,worldwide,desktop,
canales onlines,1.0,2.0,0.5,6.5,2019-05-12,gsc_property,worldwide,desktop,
donde pagar tuves hd,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,desktop,
kaonmedia hdrec vm9130,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,desktop,
numero telefonico de tuves hd,1.0,1.0,1.0,2.0,2019-05-12,gsc_property,worldwide,desktop,
señal cable online,1.0,1.0,1.0,10.0,2019-05-12,gsc_property,worldwide,desktop,
tele por internet,1.0,1.0,1.0,5.0,2019-05-12,gsc_property,worldwide,desktop,
television satelital,1.0,10.0,0.1,2.6,2019-05-12,gsc_property,worldwide,desktop,
televisión por cable en chile,1.0,1.0,1.0,3.0,2019-05-12,gsc_property,worldwide,desktop,
tuves hd telefono,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,desktop,
tuveshd.cl,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,desktop,
tuvez,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,desktop,
tv cable,1.0,16.0,0.0625,4.25,2019-05-12,gsc_property,worldwide,desktop,
tv cable online chile,1.0,13.0,0.07692307692307693,9.0,2019-05-12,gsc_property,worldwide,desktop,
tv claro prepago,1.0,1.0,1.0,10.0,2019-05-12,gsc_property,worldwide,desktop,
tv online cdf,1.0,1.0,1.0,20.0,2019-05-12,gsc_property,worldwide,desktop,
tv online full hd,1.0,2.0,0.5,7.0,2019-05-12,gsc_property,worldwide,desktop,
tves,1.0,3.0,0.3333333333333333,3.0,2019-05-12,gsc_property,worldwide,desktop,
tvhd online,1.0,2.0,0.5,1.0,2019-05-12,gsc_property,worldwide,desktop,
+tv,0.0,1.0,0.0,10.0,2019-05-12,gsc_property,worldwide,desktop,
antena tv,0.0,1.0,0.0,81.0,2019-05-12,gsc_property,worldwide,desktop,
arica tv en vivo,0.0,1.0,0.0,59.0,2019-05-12,gsc_property,worldwide,desktop,
ayuda,0.0,3.0,0.0,26.333333333333332,2019-05-12,gsc_property,worldwide,desktop,
boton play png,0.0,1.0,0.0,50.0,2019-05-12,gsc_property,worldwide,desktop,
cable,0.0,6.0,0.0,10.833333333333334,2019-05-12,gsc_property,worldwide,desktop,
cable barato sin contrato,0.0,4.0,0.0,62.0,2019-05-12,gsc_property,worldwide,desktop,
cable gratis online,0.0,1.0,0.0,51.0,2019-05-12,gsc_property,worldwide,desktop,
cable hd online,0.0,2.0,0.0,10.0,2019-05-12,gsc_property,worldwide,desktop,
cable por television,0.0,1.0,0.0,68.0,2019-05-12,gsc_property,worldwide,desktop,
cable satelital,0.0,2.0,0.0,1.0,2019-05-12,gsc_property,worldwide,desktop,
cable satelital gratis,0.0,1.0,0.0,10.0,2019-05-12,gsc_property,worldwide,desktop,
cable television,0.0,1.0,0.0,6.0,2019-05-12,gsc_property,worldwide,desktop,
cable television online,0.0,1.0,0.0,6.0,2019-05-12,gsc_property,worldwide,desktop,
cable tv,0.0,7.0,0.0,2.571428571428571,2019-05-12,gsc_property,worldwide,desktop,
cable tv chile,0.0,1.0,0.0,3.0,2019-05-12,gsc_property,worldwide,desktop,
cable tv online,0.0,1.0,0.0,6.0,2019-05-12,gsc_property,worldwide,desktop,
cablehd.online,0.0,1.0,0.0,10.0,2019-05-12,gsc_property,worldwide,desktop,
cablehogar programacion,0.0,1.0,0.0,38.0,2019-05-12,gsc_property,worldwide,desktop,
cablehogar programación,0.0,1.0,0.0,47.0,2019-05-12,gsc_property,worldwide,desktop,
cabletv,0.0,3.0,0.0,3.0,2019-05-12,gsc_property,worldwide,desktop,
caja vecina cerca de mi ubicacion,0.0,1.0,0.0,59.0,2019-05-12,gsc_property,worldwide,desktop,
canal 13 hd online,0.0,1.0,0.0,50.0,2019-05-12,gsc_property,worldwide,desktop,
canal adulto online,0.0,1.0,0.0,7.0,2019-05-12,gsc_property,worldwide,desktop,
canal la red online,0.0,1.0,0.0,23.0,2019-05-12,gsc_property,worldwide,desktop,
canal multipremier programacion,0.0,1.0,0.0,39.0,2019-05-12,gsc_property,worldwide,desktop,
canal premium,0.0,1.0,0.0,11.0,2019-05-12,gsc_property,worldwide,desktop,
canale online,0.0,1.0,0.0,7.0,2019-05-12,gsc_property,worldwide,desktop,
canales claro hd,0.0,1.0,0.0,63.0,2019-05-12,gsc_property,worldwide,desktop,
canales claro tv,0.0,1.0,0.0,9.0,2019-05-12,gsc_property,worldwide,desktop,
canales de,0.0,2.0,0.0,46.0,2019-05-12,gsc_property,worldwide,desktop,
canales de cable gratis por internet,0.0,1.0,0.0,162.0,2019-05-12,gsc_property,worldwide,desktop,
canales de chile,0.0,1.0,0.0,10.0,2019-05-12,gsc_property,worldwide,desktop,
canales de futbol,0.0,1.0,0.0,91.0,2019-05-12,gsc_property,worldwide,desktop,
canales de pago online,0.0,1.0,0.0,2.0,2019-05-12,gsc_property,worldwide,desktop,
canales de tv cable,0.0,1.0,0.0,9.0,2019-05-12,gsc_property,worldwide,desktop,
canales de tv chile,0.0,1.0,0.0,56.0,2019-05-12,gsc_property,worldwide,desktop,
canales de tv de chile,0.0,1.0,0.0,59.0,2019-05-12,gsc_property,worldwide,desktop,
canales del mundo en vivo por internet,0.0,1.0,0.0,94.0,2019-05-12,gsc_property,worldwide,desktop,
canales hd,0.0,3.0,0.0,28.666666666666668,2019-05-12,gsc_property,worldwide,desktop,
canales nacionales hd,0.0,1.0,0.0,22.0,2019-05-12,gsc_property,worldwide,desktop,
canales online hd,0.0,2.0,0.0,6.5,2019-05-12,gsc_property,worldwide,desktop,
canales por internet,0.0,1.0,0.0,24.0,2019-05-12,gsc_property,worldwide,desktop,
canales satelitales,0.0,1.0,0.0,10.0,2019-05-12,gsc_property,worldwide,desktop,
canales tv cable,0.0,1.0,0.0,7.0,2019-05-12,gsc_property,worldwide,desktop,
canales tv cable online,0.0,1.0,0.0,47.0,2019-05-12,gsc_property,worldwide,desktop,
catalogo de prepagos de andes,0.0,1.0,0.0,29.0,2019-05-12,gsc_property,worldwide,desktop,
catalogo prepago entel,0.0,1.0,0.0,40.0,2019-05-12,gsc_property,worldwide,desktop,
cdf basico online,0.0,1.0,0.0,19.0,2019-05-12,gsc_property,worldwide,desktop,
cdf gratis online,0.0,1.0,0.0,49.0,2019-05-12,gsc_property,worldwide,desktop,
cdf hd en vivo,0.0,1.0,0.0,48.0,2019-05-12,gsc_property,worldwide,desktop,
cdf online,0.0,5.0,0.0,45.0,2019-05-12,gsc_property,worldwide,desktop,
cdf premium,0.0,3.0,0.0,27.0,2019-05-12,gsc_property,worldwide,desktop,
cdf premium on line,0.0,1.0,0.0,29.0,2019-05-12,gsc_property,worldwide,desktop,
cdf premium online,0.0,1.0,0.0,35.0,2019-05-12,gsc_property,worldwide,desktop,
cdf premium online gratis en vivo hd,0.0,1.0,0.0,65.0,2019-05-12,gsc_property,worldwide,desktop,
cdf premiun gratis,0.0,1.0,0.0,42.0,2019-05-12,gsc_property,worldwide,desktop,
cdf premiun online,0.0,1.0,0.0,34.0,2019-05-12,gsc_property,worldwide,desktop,
cdo premium online gratis en vivo,0.0,1.0,0.0,44.0,2019-05-12,gsc_property,worldwide,desktop,
centro ayuda vtr,0.0,1.0,0.0,69.0,2019-05-12,gsc_property,worldwide,desktop,
centro de pago claro,0.0,1.0,0.0,74.0,2019-05-12,gsc_property,worldwide,desktop,
centros de pago,0.0,1.0,0.0,11.0,2019-05-12,gsc_property,worldwide,desktop,
chat colina,0.0,1.0,0.0,20.0,2019-05-12,gsc_property,worldwide,desktop,
chat en temuco,0.0,1.0,0.0,88.0,2019-05-12,gsc_property,worldwide,desktop,
chat iquique,0.0,2.0,0.0,72.5,2019-05-12,gsc_property,worldwide,desktop,
chile tv online,0.0,1.0,0.0,90.0,2019-05-12,gsc_property,worldwide,desktop,
cinemax programacion,0.0,1.0,0.0,60.0,2019-05-12,gsc_property,worldwide,desktop,
claro.cl planes,0.0,1.0,0.0,92.0,2019-05-12,gsc_property,worldwide,desktop,
tuves,3.0,3.0,1.0,1.0,2019-05-12,gsc_property,worldwide,tablet,
tuves hd chile,1.0,1.0,1.0,1.0,2019-05-12,gsc_property,worldwide,tablet,
antena satelital,0.0,1.0,0.0,6.0,2019-05-12,gsc_property,worldwide,tablet,
canales on line,0.0,1.0,0.0,10.0,2019-05-12,gsc_property,worldwide,tablet,
canales online,0.0,5.0,0.0,7.0,2019-05-12,gsc_property,worldwide,tablet,
cartelera hbo chile,0.0,1.0,0.0,9.0,2019-05-12,gsc_property,worldwide,tablet,
chile tv hd,0.0,2.0,0.0,5.0,2019-05-12,gsc_property,worldwide,tablet,
conectar hdmi a decodificador,0.0,1.0,0.0,9.0,2019-05-12,gsc_property,worldwide,tablet,
contratar cdf premium,0.0,1.0,0.0,12.0,2019-05-12,gsc_property,worldwide,tablet,
contratar tv online,0.0,3.0,0.0,1.0,2019-05-12,gsc_property,worldwide,tablet,
guia de canales movistar chile 2018,0.0,1.0,0.0,5.0,2019-05-12,gsc_property,worldwide,tablet,
guia programacion,0.0,2.0,0.0,4.5,2019-05-12,gsc_property,worldwide,tablet,
guia programacion hbo,0.0,1.0,0.0,9.0,2019-05-12,gsc_property,worldwide,tablet,
hd,0.0,14.0,0.0,6.857142857142857,2019-05-12,gsc_property,worldwide,tablet,
hd chile,0.0,1.0,0.0,3.0,2019-05-12,gsc_property,worldwide,tablet,
por hd,0.0,2.0,0.0,4.5,2019-05-12,gsc_property,worldwide,tablet,
programacion,0.0,6.0,0.0,10.0,2019-05-12,gsc_property,worldwide,tablet,
programacion cable,0.0,1.0,0.0,6.0,2019-05-12,gsc_property,worldwide,tablet,
programacion hbo chile,0.0,2.0,0.0,10.0,2019-05-12,gsc_property,worldwide,tablet,
programacion hbo chile hoy,0.0,1.0,0.0,9.0,2019-05-12,gsc_property,worldwide,tablet,
programacion warner channel chile vtr,0.0,1.0,0.0,11.0,2019-05-12,gsc_property,worldwide,tablet,
programación de hd,0.0,1.0,0.0,6.0,2019-05-12,gsc_property,worldwide,tablet,
programación hd o,0.0,1.0,0.0,9.0,2019-05-12,gsc_property,worldwide,tablet,
television por cable,0.0,1.0,0.0,8.0,2019-05-12,gsc_property,worldwide,tablet,
tu tv,0.0,1.0,0.0,3.0,2019-05-12,gsc_property,worldwide,tablet,
tu tv hd,0.0,6.0,0.0,5.833333333333333,2019-05-12,gsc_property,worldwide,tablet,
tutv,0.0,1.0,0.0,7.0,2019-05-12,gsc_property,worldwide,tablet,
tutv hd,0.0,2.0,0.0,8.0,2019-05-12,gsc_property,worldwide,tablet,
tuveshd,0.0,1.0,0.0,1.0,2019-05-12,gsc_property,worldwide,tablet,
tv cable,0.0,1.0,0.0,3.0,2019-05-12,gsc_property,worldwide,tablet,
tv cable online chile,0.0,2.0,0.0,8.5,2019-05-12,gsc_property,worldwide,tablet,
tv hd chile,0.0,3.0,0.0,3.3333333333333335,2019-05-12,gsc_property,worldwide,tablet,
tv hd online,0.0,3.0,0.0,8.333333333333332,2019-05-12,gsc_property,worldwide,tablet,
tv mas,0.0,1.0,0.0,10.0,2019-05-12,gsc_property,worldwide,tablet,
tv play mundo,0.0,1.0,0.0,7.0,2019-05-12,gsc_property,worldwide,tablet,
tv satelital,0.0,2.0,0.0,6.5,2019-05-12,gsc_property,worldwide,tablet,
tv todos los canales,0.0,1.0,0.0,6.0,2019-05-12,gsc_property,worldwide,tablet,
tv-hdonline,0.0,1.0,0.0,10.0,2019-05-12,gsc_property,worldwide,tablet,
tvcable,0.0,1.0,0.0,8.0,2019-05-12,gsc_property,worldwide,tablet,
ventas por tv,0.0,1.0,0.0,15.0,2019-05-12,gsc_property,worldwide,tablet,
ver tv de pago gratis,0.0,1.0,0.0,75.0,2019-05-12,gsc_property,worldwide,tablet,
wp-content/themes/thesource/images/search.png,0.0,6.0,0.0,1.0,2019-05-12,gsc_property,worldwide,tablet,
