Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
fono tuves,1.0,1.0,1.0,2.0,2019-05-16,gsc_property,worldwide,mobile,
guia de programacion,1.0,3.0,0.3333333333333333,5.333333333333333,2019-05-16,gsc_property,worldwide,mobile,
hd tubes,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
mi tuves,1.0,1.0,1.0,2.0,2019-05-16,gsc_property,worldwide,mobile,
numero tuves,1.0,2.0,0.5,1.5,2019-05-16,gsc_property,worldwide,mobile,
pagar tuves con cuenta rut,1.0,1.0,1.0,2.0,2019-05-16,gsc_property,worldwide,mobile,
pagar tuves hd,1.0,6.0,0.16666666666666666,2.0,2019-05-16,gsc_property,worldwide,mobile,
planes de tv cable,1.0,4.0,0.25,5.5,2019-05-16,gsc_property,worldwide,mobile,
planes tuves,1.0,3.0,0.3333333333333333,1.0,2019-05-16,gsc_property,worldwide,mobile,
servicio al cliente tuves hd,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
servicios de cable tv,1.0,1.0,1.0,2.0,2019-05-16,gsc_property,worldwide,mobile,
señal satelital,1.0,2.0,0.5,5.0,2019-05-16,gsc_property,worldwide,mobile,
television cable,1.0,4.0,0.25,1.75,2019-05-16,gsc_property,worldwide,mobile,
televisión satelital,1.0,14.0,0.07142857142857142,3.5714285714285716,2019-05-16,gsc_property,worldwide,mobile,
tu tv cable,1.0,2.0,0.5,5.5,2019-05-16,gsc_property,worldwide,mobile,
tu vezhd,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuve hd,1.0,3.0,0.3333333333333333,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves cable,1.0,5.0,0.2,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves cdf hd,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves en linea,1.0,2.0,0.5,2.0,2019-05-16,gsc_property,worldwide,mobile,
tuves hd canales,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves hd chile planes,1.0,4.0,0.25,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves hd iquique,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves hd numero telefonico,1.0,9.0,0.1111111111111111,2.0,2019-05-16,gsc_property,worldwide,mobile,
tuves hd planes,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves internet,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves iquique,1.0,1.0,1.0,2.0,2019-05-16,gsc_property,worldwide,mobile,
tuves llamar,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves pago en linea,1.0,1.0,1.0,2.0,2019-05-16,gsc_property,worldwide,mobile,
tuves pago online,1.0,1.0,1.0,2.0,2019-05-16,gsc_property,worldwide,mobile,
tuves tv,1.0,3.0,0.3333333333333333,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves. cl,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves.cl pago,1.0,3.0,0.3333333333333333,2.0,2019-05-16,gsc_property,worldwide,mobile,
tv cable barato,1.0,2.0,0.5,1.0,2019-05-16,gsc_property,worldwide,mobile,
tv cable chile,1.0,12.0,0.08333333333333333,5.666666666666667,2019-05-16,gsc_property,worldwide,mobile,
tv cable chillan,1.0,2.0,0.5,4.5,2019-05-16,gsc_property,worldwide,mobile,
tv cable economico,1.0,8.0,0.125,1.0,2019-05-16,gsc_property,worldwide,mobile,
tv cable hd,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tv cable la pintana,1.0,1.0,1.0,4.0,2019-05-16,gsc_property,worldwide,mobile,
tv cable online chile,1.0,3.0,0.3333333333333333,10.0,2019-05-16,gsc_property,worldwide,mobile,
tv hd online,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tv maxima hd,1.0,2.0,0.5,5.0,2019-05-16,gsc_property,worldwide,mobile,
tv teve,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tvcable,1.0,5.0,0.2,5.0,2019-05-16,gsc_property,worldwide,mobile,
tves,1.0,5.0,0.2,3.0,2019-05-16,gsc_property,worldwide,mobile,
tves hd,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tvhd,1.0,5.0,0.2,4.6,2019-05-16,gsc_property,worldwide,mobile,
tvs hd,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,mobile,
tuves,28.0,41.0,0.6829268292682927,1.3170731707317074,2019-05-16,gsc_property,worldwide,desktop,
tu ves,9.0,20.0,0.45,1.25,2019-05-16,gsc_property,worldwide,desktop,
tuves hd,7.0,10.0,0.7,1.2,2019-05-16,gsc_property,worldwide,desktop,
tu ves hd,6.0,6.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves chile,5.0,7.0,0.7142857142857143,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves programacion,5.0,5.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves hd cdf hd,2.0,2.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuveshd,2.0,5.0,0.4,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuvez hd,2.0,2.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tv cable,2.0,27.0,0.07407407407407407,3.5185185185185186,2019-05-16,gsc_property,worldwide,desktop,
cable chile,1.0,2.0,0.5,4.0,2019-05-16,gsc_property,worldwide,desktop,
cable tuves,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
claro tv satelital,1.0,1.0,1.0,9.0,2019-05-16,gsc_property,worldwide,desktop,
contratar tv cable,1.0,4.0,0.25,3.5,2019-05-16,gsc_property,worldwide,desktop,
contratar tv online,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
ley 19648,1.0,1.0,1.0,14.0,2019-05-16,gsc_property,worldwide,desktop,
operadores de cable,1.0,1.0,1.0,2.0,2019-05-16,gsc_property,worldwide,desktop,
pagar tuves,1.0,6.0,0.16666666666666666,2.0,2019-05-16,gsc_property,worldwide,desktop,
television cable,1.0,4.0,0.25,3.25,2019-05-16,gsc_property,worldwide,desktop,
television hd online,1.0,2.0,0.5,52.0,2019-05-16,gsc_property,worldwide,desktop,
tu.tv,1.0,4.0,0.25,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves canales,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves cl,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves hd chile,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves hd gratis,1.0,2.0,0.5,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves iquique,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves s.a,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves tv chile,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuves.cl,1.0,4.0,0.25,1.0,2019-05-16,gsc_property,worldwide,desktop,
tuvez,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tv hd,1.0,16.0,0.0625,7.75,2019-05-16,gsc_property,worldwide,desktop,
tv online chile,1.0,3.0,0.3333333333333333,21.0,2019-05-16,gsc_property,worldwide,desktop,
tv paga chile,1.0,1.0,1.0,3.0,2019-05-16,gsc_property,worldwide,desktop,
tv prepago,1.0,3.0,0.3333333333333333,3.3333333333333335,2019-05-16,gsc_property,worldwide,desktop,
tv satelital prepago,1.0,1.0,1.0,2.0,2019-05-16,gsc_property,worldwide,desktop,
tveshd,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
tvhd,1.0,6.0,0.16666666666666666,2.666666666666667,2019-05-16,gsc_property,worldwide,desktop,
+tv,0.0,2.0,0.0,10.0,2019-05-16,gsc_property,worldwide,desktop,
af,0.0,1.0,0.0,51.0,2019-05-16,gsc_property,worldwide,desktop,
ah logo hd,0.0,1.0,0.0,31.0,2019-05-16,gsc_property,worldwide,desktop,
and en programacion,0.0,1.0,0.0,95.0,2019-05-16,gsc_property,worldwide,desktop,
antena para tv con entrada hdmi,0.0,1.0,0.0,6.0,2019-05-16,gsc_property,worldwide,desktop,
antena png,0.0,1.0,0.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
antena satelital hd,0.0,1.0,0.0,12.0,2019-05-16,gsc_property,worldwide,desktop,
antena tv,0.0,1.0,0.0,75.0,2019-05-16,gsc_property,worldwide,desktop,
arriendo pantallas tv,0.0,1.0,0.0,74.0,2019-05-16,gsc_property,worldwide,desktop,
atencion telefonica banco estado,0.0,1.0,0.0,72.0,2019-05-16,gsc_property,worldwide,desktop,
av.mytubes,0.0,1.0,0.0,78.0,2019-05-16,gsc_property,worldwide,desktop,
ayuda,0.0,1.0,0.0,28.0,2019-05-16,gsc_property,worldwide,desktop,
banco estado caja vecina,0.0,1.0,0.0,78.0,2019-05-16,gsc_property,worldwide,desktop,
bethel tv programacion,0.0,1.0,0.0,61.0,2019-05-16,gsc_property,worldwide,desktop,
boleta electronica entel,0.0,1.0,0.0,69.0,2019-05-16,gsc_property,worldwide,desktop,
cable,0.0,1.0,0.0,9.0,2019-05-16,gsc_property,worldwide,desktop,
cable barato sin contrato,0.0,1.0,0.0,55.0,2019-05-16,gsc_property,worldwide,desktop,
cable onda call center,0.0,1.0,0.0,41.0,2019-05-16,gsc_property,worldwide,desktop,
cable prepago,0.0,2.0,0.0,2.0,2019-05-16,gsc_property,worldwide,desktop,
cable satelital,0.0,2.0,0.0,1.0,2019-05-16,gsc_property,worldwide,desktop,
cable satelital gratis,0.0,1.0,0.0,8.0,2019-05-16,gsc_property,worldwide,desktop,
cable television,0.0,1.0,0.0,6.0,2019-05-16,gsc_property,worldwide,desktop,
cable tv,0.0,3.0,0.0,3.3333333333333335,2019-05-16,gsc_property,worldwide,desktop,
cables de tv,0.0,1.0,0.0,10.0,2019-05-16,gsc_property,worldwide,desktop,
caja vecina,0.0,1.0,0.0,49.0,2019-05-16,gsc_property,worldwide,desktop,
caja vecina en santiago centro,0.0,1.0,0.0,59.0,2019-05-16,gsc_property,worldwide,desktop,
canal 13 programacion hoy,0.0,1.0,0.0,76.0,2019-05-16,gsc_property,worldwide,desktop,
canal adultos online,0.0,1.0,0.0,33.0,2019-05-16,gsc_property,worldwide,desktop,
canal cdf vtr,0.0,1.0,0.0,74.0,2019-05-16,gsc_property,worldwide,desktop,
canal cdo en vivo,0.0,1.0,0.0,55.0,2019-05-16,gsc_property,worldwide,desktop,
canal cdo premium online,0.0,1.0,0.0,57.0,2019-05-16,gsc_property,worldwide,desktop,
canal de venus en vivo,0.0,1.0,0.0,75.0,2019-05-16,gsc_property,worldwide,desktop,
canal fox premium vtr,0.0,2.0,0.0,51.0,2019-05-16,gsc_property,worldwide,desktop,
canal mas tv,0.0,1.0,0.0,10.0,2019-05-16,gsc_property,worldwide,desktop,
canal online,0.0,1.0,0.0,32.0,2019-05-16,gsc_property,worldwide,desktop,
canal premium,0.0,2.0,0.0,11.5,2019-05-16,gsc_property,worldwide,desktop,
canal q,0.0,1.0,0.0,33.0,2019-05-16,gsc_property,worldwide,desktop,
canal tlc programacion,0.0,1.0,0.0,90.0,2019-05-16,gsc_property,worldwide,desktop,
canal tv chile en vivo,0.0,1.0,0.0,94.0,2019-05-16,gsc_property,worldwide,desktop,
canal venus live,0.0,1.0,0.0,46.0,2019-05-16,gsc_property,worldwide,desktop,
canal venus online en tu tv,0.0,1.0,0.0,58.0,2019-05-16,gsc_property,worldwide,desktop,
canale tv online,0.0,1.0,0.0,20.0,2019-05-16,gsc_property,worldwide,desktop,
canales cable,0.0,1.0,0.0,17.0,2019-05-16,gsc_property,worldwide,desktop,
canales chile online,0.0,1.0,0.0,22.0,2019-05-16,gsc_property,worldwide,desktop,
canales de cable gratis online,0.0,1.0,0.0,75.0,2019-05-16,gsc_property,worldwide,desktop,
canales de cable online,0.0,2.0,0.0,69.5,2019-05-16,gsc_property,worldwide,desktop,
canales de cable para adultos,0.0,1.0,0.0,59.0,2019-05-16,gsc_property,worldwide,desktop,
canales de chile en vivo gratis,0.0,1.0,0.0,59.0,2019-05-16,gsc_property,worldwide,desktop,
canales de futbol,0.0,1.0,0.0,90.0,2019-05-16,gsc_property,worldwide,desktop,
canales de paga por internet,0.0,1.0,0.0,53.0,2019-05-16,gsc_property,worldwide,desktop,
canales de programacion,0.0,1.0,0.0,8.0,2019-05-16,gsc_property,worldwide,desktop,
canales de tv en hd,0.0,2.0,0.0,62.0,2019-05-16,gsc_property,worldwide,desktop,
canales de tv para adultos,0.0,1.0,0.0,76.0,2019-05-16,gsc_property,worldwide,desktop,
canales en linea,0.0,1.0,0.0,10.0,2019-05-16,gsc_property,worldwide,desktop,
canales hd,0.0,1.0,0.0,12.0,2019-05-16,gsc_property,worldwide,desktop,
canales hd online,0.0,1.0,0.0,26.0,2019-05-16,gsc_property,worldwide,desktop,
canales nacionales hd,0.0,1.0,0.0,22.0,2019-05-16,gsc_property,worldwide,desktop,
canales nacionales on line,0.0,1.0,0.0,39.0,2019-05-16,gsc_property,worldwide,desktop,
canales nacionales online,0.0,1.0,0.0,47.0,2019-05-16,gsc_property,worldwide,desktop,
canales on line,0.0,9.0,0.0,9.444444444444445,2019-05-16,gsc_property,worldwide,desktop,
canales online,0.0,66.0,0.0,7.863636363636363,2019-05-16,gsc_property,worldwide,desktop,
canales online hd,0.0,1.0,0.0,8.0,2019-05-16,gsc_property,worldwide,desktop,
canales para adultos online,0.0,1.0,0.0,47.0,2019-05-16,gsc_property,worldwide,desktop,
tu ves hd,2.0,2.0,1.0,1.0,2019-05-16,gsc_property,worldwide,tablet,
tuves online,1.0,1.0,1.0,1.0,2019-05-16,gsc_property,worldwide,tablet,
cable tv,0.0,1.0,0.0,2.0,2019-05-16,gsc_property,worldwide,tablet,
canales online,0.0,4.0,0.0,9.5,2019-05-16,gsc_property,worldwide,tablet,
centros de pagos,0.0,2.0,0.0,3.0,2019-05-16,gsc_property,worldwide,tablet,
chile tv cable,0.0,1.0,0.0,4.0,2019-05-16,gsc_property,worldwide,tablet,
compra kit,0.0,1.0,0.0,5.0,2019-05-16,gsc_property,worldwide,tablet,
contratar tv,0.0,1.0,0.0,4.0,2019-05-16,gsc_property,worldwide,tablet,
guia programacion cable,0.0,1.0,0.0,9.0,2019-05-16,gsc_property,worldwide,tablet,
hbo chile programacion,0.0,1.0,0.0,9.0,2019-05-16,gsc_property,worldwide,tablet,
hd,0.0,25.0,0.0,7.48,2019-05-16,gsc_property,worldwide,tablet,
hd chile,0.0,1.0,0.0,5.0,2019-05-16,gsc_property,worldwide,tablet,
internet y television satelital,0.0,1.0,0.0,6.0,2019-05-16,gsc_property,worldwide,tablet,
mi tv chile,0.0,1.0,0.0,6.0,2019-05-16,gsc_property,worldwide,tablet,
programacion,0.0,1.0,0.0,8.0,2019-05-16,gsc_property,worldwide,tablet,
programacion cable chile,0.0,1.0,0.0,8.0,2019-05-16,gsc_property,worldwide,tablet,
television por cable,0.0,1.0,0.0,8.0,2019-05-16,gsc_property,worldwide,tablet,
television satelital,0.0,1.0,0.0,7.0,2019-05-16,gsc_property,worldwide,tablet,
tu tv,0.0,1.0,0.0,1.0,2019-05-16,gsc_property,worldwide,tablet,
tu tv hd,0.0,3.0,0.0,4.0,2019-05-16,gsc_property,worldwide,tablet,
tutv,0.0,1.0,0.0,10.0,2019-05-16,gsc_property,worldwide,tablet,
tutv hd,0.0,1.0,0.0,10.0,2019-05-16,gsc_property,worldwide,tablet,
tuves,0.0,1.0,0.0,1.0,2019-05-16,gsc_property,worldwide,tablet,
tuves hd chile,0.0,1.0,0.0,1.0,2019-05-16,gsc_property,worldwide,tablet,
tuves hd numero de contacto,0.0,1.0,0.0,2.0,2019-05-16,gsc_property,worldwide,tablet,
tuves hd pagos,0.0,1.0,0.0,2.0,2019-05-16,gsc_property,worldwide,tablet,
tv adultos señal en vivo gratis,0.0,1.0,0.0,21.0,2019-05-16,gsc_property,worldwide,tablet,
tv cable,0.0,1.0,0.0,8.0,2019-05-16,gsc_property,worldwide,tablet,
tv hd,0.0,1.0,0.0,5.0,2019-05-16,gsc_property,worldwide,tablet,
tv mas canal,0.0,1.0,0.0,10.0,2019-05-16,gsc_property,worldwide,tablet,
tv mas online,0.0,1.0,0.0,9.0,2019-05-16,gsc_property,worldwide,tablet,
tv.tu,0.0,1.0,0.0,15.0,2019-05-16,gsc_property,worldwide,tablet,
tvmas online,0.0,2.0,0.0,9.5,2019-05-16,gsc_property,worldwide,tablet,
