Keyword,Clicks,Impressions,CTR,Position,Date,Page,Country,Device
k10,0.0,2.0,0.0,24.0,2019-01-01,gsc_property,worldwide,desktop,
k10 caracteristicas,0.0,1.0,0.0,60.0,2019-01-01,gsc_property,worldwide,desktop,
k10s,0.0,1.0,0.0,2.0,2019-01-01,gsc_property,worldwide,desktop,
k8s,0.0,2.0,0.0,88.5,2019-01-01,gsc_property,worldwide,desktop,
keiphone k10 helio comentarios,0.0,1.0,0.0,2.0,2019-01-01,gsc_property,worldwide,desktop,
keiphone k10s helio caracteristicas,0.0,1.0,0.0,2.0,2019-01-01,gsc_property,worldwide,desktop,
keiphone k10s helio opiniones,0.0,1.0,0.0,4.0,2019-01-01,gsc_property,worldwide,desktop,
keiphone reloj,0.0,2.0,0.0,1.0,2019-01-01,gsc_property,worldwide,desktop,
kphone,0.0,2.0,0.0,10.0,2019-01-01,gsc_property,worldwide,desktop,
reloj smartwatch,0.0,1.0,0.0,20.0,2019-01-01,gsc_property,worldwide,desktop,
relojes smartwatch,0.0,1.0,0.0,55.0,2019-01-01,gsc_property,worldwide,desktop,
smarphone,0.0,1.0,0.0,27.0,2019-01-01,gsc_property,worldwide,desktop,
smartband,0.0,1.0,0.0,41.0,2019-01-01,gsc_property,worldwide,desktop,
smartphone,0.0,3.0,0.0,21.666666666666668,2019-01-01,gsc_property,worldwide,desktop,
smartphone chile,0.0,2.0,0.0,9.5,2019-01-01,gsc_property,worldwide,desktop,
smartphone tienda,0.0,1.0,0.0,31.0,2019-01-01,gsc_property,worldwide,desktop,
smartwatch,0.0,1.0,0.0,29.0,2019-01-01,gsc_property,worldwide,desktop,
smartwatch chile,0.0,1.0,0.0,20.0,2019-01-01,gsc_property,worldwide,desktop,
smartwatch funciones,0.0,1.0,0.0,74.0,2019-01-01,gsc_property,worldwide,desktop,
tarjeta de memoria 32 gb,0.0,1.0,0.0,45.0,2019-01-01,gsc_property,worldwide,desktop,
tarjeta memoria sd,0.0,1.0,0.0,61.0,2019-01-01,gsc_property,worldwide,desktop,
vidrio templado,0.0,1.0,0.0,69.0,2019-01-01,gsc_property,worldwide,desktop,
vitacura 2902,0.0,1.0,0.0,11.0,2019-01-01,gsc_property,worldwide,desktop,
keikids,0.0,1.0,0.0,10.0,2019-01-01,gsc_property,worldwide,tablet,
smartwatch chile,0.0,1.0,0.0,19.0,2019-01-01,gsc_property,worldwide,tablet,
