Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
a&e programacion latinoamerica,0.0,1.0,0.0,69.0,2019-05-14,gsc_property,worldwide,desktop,
almagro padre hurtado,0.0,1.0,0.0,68.0,2019-05-14,gsc_property,worldwide,desktop,
amc gato tv,0.0,1.0,0.0,61.0,2019-05-14,gsc_property,worldwide,desktop,
antena play gratis,0.0,1.0,0.0,75.0,2019-05-14,gsc_property,worldwide,desktop,
antena tv,0.0,1.0,0.0,75.0,2019-05-14,gsc_property,worldwide,desktop,
antena tv digital chile,0.0,1.0,0.0,53.0,2019-05-14,gsc_property,worldwide,desktop,
antena tv instalacion,0.0,1.0,0.0,70.0,2019-05-14,gsc_property,worldwide,desktop,
atencion al cliente en canales digitales,0.0,1.0,0.0,94.0,2019-05-14,gsc_property,worldwide,desktop,
aventura de una noche la rosa de guadalupe,0.0,1.0,0.0,74.0,2019-05-14,gsc_property,worldwide,desktop,
ayuda,0.0,2.0,0.0,31.5,2019-05-14,gsc_property,worldwide,desktop,
boleta cge,0.0,1.0,0.0,74.0,2019-05-14,gsc_property,worldwide,desktop,
boleta cge online,0.0,1.0,0.0,39.0,2019-05-14,gsc_property,worldwide,desktop,
boton epg control remoto,0.0,1.0,0.0,21.0,2019-05-14,gsc_property,worldwide,desktop,
bunnicula el conejo vampiro online latino,0.0,1.0,0.0,39.0,2019-05-14,gsc_property,worldwide,desktop,
cable,0.0,6.0,0.0,10.666666666666666,2019-05-14,gsc_property,worldwide,desktop,
cable barato sin contrato,0.0,2.0,0.0,65.5,2019-05-14,gsc_property,worldwide,desktop,
cable chile,0.0,2.0,0.0,14.5,2019-05-14,gsc_property,worldwide,desktop,
cable colina,0.0,1.0,0.0,8.0,2019-05-14,gsc_property,worldwide,desktop,
cable de television,0.0,1.0,0.0,6.0,2019-05-14,gsc_property,worldwide,desktop,
cable en linea,0.0,1.0,0.0,7.0,2019-05-14,gsc_property,worldwide,desktop,
cable hd,0.0,6.0,0.0,1.6666666666666665,2019-05-14,gsc_property,worldwide,desktop,
cable por internet chile,0.0,1.0,0.0,8.0,2019-05-14,gsc_property,worldwide,desktop,
cable television,0.0,3.0,0.0,3.6666666666666665,2019-05-14,gsc_property,worldwide,desktop,
cable tv,0.0,5.0,0.0,4.2,2019-05-14,gsc_property,worldwide,desktop,
cablehd,0.0,1.0,0.0,1.0,2019-05-14,gsc_property,worldwide,desktop,
cabletv,0.0,1.0,0.0,3.0,2019-05-14,gsc_property,worldwide,desktop,
caja vecina,0.0,2.0,0.0,43.5,2019-05-14,gsc_property,worldwide,desktop,
caja vecina horarios,0.0,1.0,0.0,41.0,2019-05-14,gsc_property,worldwide,desktop,
canal 13 hd,0.0,1.0,0.0,35.0,2019-05-14,gsc_property,worldwide,desktop,
canal 13 programacion,0.0,1.0,0.0,46.0,2019-05-14,gsc_property,worldwide,desktop,
canal claro tv en vivo por internet,0.0,1.0,0.0,88.0,2019-05-14,gsc_property,worldwide,desktop,
canal fox gato tv,0.0,2.0,0.0,50.5,2019-05-14,gsc_property,worldwide,desktop,
canal fox premium,0.0,1.0,0.0,93.0,2019-05-14,gsc_property,worldwide,desktop,
canal mas chic,0.0,1.0,0.0,41.0,2019-05-14,gsc_property,worldwide,desktop,
canal on line,0.0,1.0,0.0,76.0,2019-05-14,gsc_property,worldwide,desktop,
canal premium,0.0,1.0,0.0,11.0,2019-05-14,gsc_property,worldwide,desktop,
canal q,0.0,1.0,0.0,38.0,2019-05-14,gsc_property,worldwide,desktop,
canal venus programacion,0.0,1.0,0.0,81.0,2019-05-14,gsc_property,worldwide,desktop,
canale de cable,0.0,1.0,0.0,11.0,2019-05-14,gsc_property,worldwide,desktop,
canale online,0.0,2.0,0.0,6.5,2019-05-14,gsc_property,worldwide,desktop,
canales chilenos en vivo,0.0,1.0,0.0,78.0,2019-05-14,gsc_property,worldwide,desktop,
canales de cable gratis por internet,0.0,1.0,0.0,157.0,2019-05-14,gsc_property,worldwide,desktop,
canales de cable gratis por internet hd,0.0,1.0,0.0,80.0,2019-05-14,gsc_property,worldwide,desktop,
canales de cable online,0.0,2.0,0.0,51.0,2019-05-14,gsc_property,worldwide,desktop,
canales de claro tv,0.0,1.0,0.0,43.0,2019-05-14,gsc_property,worldwide,desktop,
canales de futbol,0.0,1.0,0.0,94.0,2019-05-14,gsc_property,worldwide,desktop,
canales de tv cable,0.0,1.0,0.0,6.0,2019-05-14,gsc_property,worldwide,desktop,
canales del cable,0.0,1.0,0.0,3.0,2019-05-14,gsc_property,worldwide,desktop,
canales en linea,0.0,1.0,0.0,9.0,2019-05-14,gsc_property,worldwide,desktop,
canales entel tv,0.0,1.0,0.0,10.0,2019-05-14,gsc_property,worldwide,desktop,
canales hd,0.0,1.0,0.0,14.0,2019-05-14,gsc_property,worldwide,desktop,
canales hd online,0.0,1.0,0.0,6.0,2019-05-14,gsc_property,worldwide,desktop,
canales nacionales,0.0,1.0,0.0,51.0,2019-05-14,gsc_property,worldwide,desktop,
canales nacionales hd,0.0,1.0,0.0,21.0,2019-05-14,gsc_property,worldwide,desktop,
canales on line,0.0,11.0,0.0,9.909090909090908,2019-05-14,gsc_property,worldwide,desktop,
canales online gratis en vivo,0.0,1.0,0.0,34.0,2019-05-14,gsc_property,worldwide,desktop,
canales peruanos en chile,0.0,1.0,0.0,4.0,2019-05-14,gsc_property,worldwide,desktop,
canales play,0.0,1.0,0.0,3.0,2019-05-14,gsc_property,worldwide,desktop,
canales tv cable,0.0,1.0,0.0,7.0,2019-05-14,gsc_property,worldwide,desktop,
canales tv digital chile,0.0,1.0,0.0,51.0,2019-05-14,gsc_property,worldwide,desktop,
canales tv hd,0.0,1.0,0.0,5.0,2019-05-14,gsc_property,worldwide,desktop,
canles online,0.0,1.0,0.0,7.0,2019-05-14,gsc_property,worldwide,desktop,
cartelera hbo chile,0.0,2.0,0.0,9.5,2019-05-14,gsc_property,worldwide,desktop,
catalogo de prepagos de andes,0.0,1.0,0.0,27.0,2019-05-14,gsc_property,worldwide,desktop,
cdf hd iptv,0.0,1.0,0.0,76.0,2019-05-14,gsc_property,worldwide,desktop,
cdf premium en vivo para celular,0.0,1.0,0.0,68.0,2019-05-14,gsc_property,worldwide,desktop,
cdf premium online,0.0,1.0,0.0,32.0,2019-05-14,gsc_property,worldwide,desktop,
cdf premiun,0.0,2.0,0.0,23.0,2019-05-14,gsc_property,worldwide,desktop,
tuves chile,1.0,1.0,1.0,1.0,2019-05-14,gsc_property,worldwide,tablet,
tuves hd,1.0,2.0,0.5,1.0,2019-05-14,gsc_property,worldwide,tablet,
tuves hd planes,1.0,1.0,1.0,1.0,2019-05-14,gsc_property,worldwide,tablet,
cable,0.0,1.0,0.0,11.0,2019-05-14,gsc_property,worldwide,tablet,
canales on line,0.0,1.0,0.0,10.0,2019-05-14,gsc_property,worldwide,tablet,
canales online,0.0,2.0,0.0,7.0,2019-05-14,gsc_property,worldwide,tablet,
guia de canales,0.0,1.0,0.0,6.0,2019-05-14,gsc_property,worldwide,tablet,
guia de canales claro chile 2018,0.0,1.0,0.0,7.0,2019-05-14,gsc_property,worldwide,tablet,
guia de canales movistar chile,0.0,4.0,0.0,3.0,2019-05-14,gsc_property,worldwide,tablet,
hd,0.0,23.0,0.0,7.521739130434782,2019-05-14,gsc_property,worldwide,tablet,
la pandilla tvn,0.0,1.0,0.0,62.0,2019-05-14,gsc_property,worldwide,tablet,
mi tv chile,0.0,1.0,0.0,5.0,2019-05-14,gsc_property,worldwide,tablet,
programacion vtr online,0.0,1.0,0.0,8.0,2019-05-14,gsc_property,worldwide,tablet,
stb zapper kaon ns1410,0.0,1.0,0.0,5.0,2019-05-14,gsc_property,worldwide,tablet,
television satelital,0.0,1.0,0.0,1.0,2019-05-14,gsc_property,worldwide,tablet,
tu tv hd,0.0,5.0,0.0,5.6,2019-05-14,gsc_property,worldwide,tablet,
tubes hd,0.0,1.0,0.0,7.0,2019-05-14,gsc_property,worldwide,tablet,
tutv,0.0,1.0,0.0,8.0,2019-05-14,gsc_property,worldwide,tablet,
tutv hd,0.0,3.0,0.0,7.0,2019-05-14,gsc_property,worldwide,tablet,
tv cable,0.0,1.0,0.0,3.0,2019-05-14,gsc_property,worldwide,tablet,
tv hd online,0.0,1.0,0.0,8.0,2019-05-14,gsc_property,worldwide,tablet,
tv satelital,0.0,1.0,0.0,2.0,2019-05-14,gsc_property,worldwide,tablet,
tves chile,0.0,1.0,0.0,1.0,2019-05-14,gsc_property,worldwide,tablet,
ves tv,0.0,1.0,0.0,5.0,2019-05-14,gsc_property,worldwide,tablet,
