Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
tuves planes,2.0,3.0,0.6666666666666666,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves programacion,2.0,2.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves tv,2.0,3.0,0.6666666666666666,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves tv cable,2.0,6.0,0.3333333333333333,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves.cl,2.0,9.0,0.2222222222222222,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuveshd.cl,2.0,7.0,0.2857142857142857,1.0,2019-05-27,gsc_property,worldwide,mobile,
tv cable satelital,2.0,7.0,0.2857142857142857,1.8571428571428572,2019-05-27,gsc_property,worldwide,mobile,
tv hd,2.0,21.0,0.09523809523809523,3.238095238095238,2019-05-27,gsc_property,worldwide,mobile,
tves,2.0,5.0,0.4,3.2,2019-05-27,gsc_property,worldwide,mobile,
tves tv,2.0,2.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
cable online chile,1.0,6.0,0.16666666666666666,6.333333333333333,2019-05-27,gsc_property,worldwide,mobile,
cable satelital,1.0,5.0,0.2,1.2,2019-05-27,gsc_property,worldwide,mobile,
cable tu ves,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
cable tuves hd,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
canales online,1.0,71.0,0.014084507042253521,8.47887323943662,2019-05-27,gsc_property,worldwide,mobile,
canales tuves hd,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
claro tv prepago,1.0,4.0,0.25,7.75,2019-05-27,gsc_property,worldwide,mobile,
como configurar control tuves hd,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
donde pagar tuves,1.0,2.0,0.5,1.0,2019-05-27,gsc_property,worldwide,mobile,
mi teve,1.0,1.0,1.0,7.0,2019-05-27,gsc_property,worldwide,mobile,
mi.tuves,1.0,3.0,0.3333333333333333,1.6666666666666665,2019-05-27,gsc_property,worldwide,mobile,
pagar tuves hd,1.0,11.0,0.09090909090909091,1.9090909090909092,2019-05-27,gsc_property,worldwide,mobile,
servicio al cliente tuves hd,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
television por cable,1.0,20.0,0.05,6.65,2019-05-27,gsc_property,worldwide,mobile,
television satelital,1.0,14.0,0.07142857142857142,2.642857142857143,2019-05-27,gsc_property,worldwide,mobile,
televisión por cable,1.0,6.0,0.16666666666666666,2.5,2019-05-27,gsc_property,worldwide,mobile,
teléfono de tuves hd,1.0,1.0,1.0,2.0,2019-05-27,gsc_property,worldwide,mobile,
tu ves cable,1.0,2.0,0.5,1.0,2019-05-27,gsc_property,worldwide,mobile,
tu ves tv,1.0,2.0,0.5,1.0,2019-05-27,gsc_property,worldwide,mobile,
tubes hd,1.0,4.0,0.25,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuve hd,1.0,2.0,0.5,2.5,2019-05-27,gsc_property,worldwide,mobile,
tuve tv,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves cdf hd,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves chile,1.0,4.0,0.25,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves en linea,1.0,1.0,1.0,2.0,2019-05-27,gsc_property,worldwide,mobile,
tuves fono,1.0,3.0,0.3333333333333333,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves hd call center,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves hd planes,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves iquique,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves online,1.0,9.0,0.1111111111111111,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves opiniones,1.0,1.0,1.0,2.0,2019-05-27,gsc_property,worldwide,mobile,
tuves pagar,1.0,8.0,0.125,2.0,2019-05-27,gsc_property,worldwide,mobile,
tuves pago en linea,1.0,2.0,0.5,2.0,2019-05-27,gsc_property,worldwide,mobile,
tuves pago en linea con rut,1.0,4.0,0.25,2.0,2019-05-27,gsc_property,worldwide,mobile,
tuves s.a,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuves satelital,1.0,1.0,1.0,7.0,2019-05-27,gsc_property,worldwide,mobile,
tuves. cl,1.0,4.0,0.25,1.0,2019-05-27,gsc_property,worldwide,mobile,
tuvezhd,1.0,4.0,0.25,1.0,2019-05-27,gsc_property,worldwide,mobile,
tv cable chile,1.0,5.0,0.2,5.0,2019-05-27,gsc_property,worldwide,mobile,
tv cable economico,1.0,2.0,0.5,1.0,2019-05-27,gsc_property,worldwide,mobile,
tv cable tuves,1.0,3.0,0.3333333333333333,1.0,2019-05-27,gsc_property,worldwide,mobile,
tv claro satelital,1.0,7.0,0.14285714285714285,9.428571428571429,2019-05-27,gsc_property,worldwide,mobile,
tv satelital,1.0,21.0,0.047619047619047616,2.0476190476190474,2019-05-27,gsc_property,worldwide,mobile,
tveshd,1.0,2.0,0.5,1.0,2019-05-27,gsc_property,worldwide,mobile,
tvhd,1.0,4.0,0.25,1.75,2019-05-27,gsc_property,worldwide,mobile,
tvs hd,1.0,5.0,0.2,1.0,2019-05-27,gsc_property,worldwide,mobile,
vestv,1.0,1.0,1.0,6.0,2019-05-27,gsc_property,worldwide,mobile,
www tuves cl pago,1.0,2.0,0.5,2.0,2019-05-27,gsc_property,worldwide,mobile,
+tv,0.0,3.0,0.0,9.0,2019-05-27,gsc_property,worldwide,mobile,
antena satelital,0.0,1.0,0.0,7.0,2019-05-27,gsc_property,worldwide,mobile,
antena tv cable,0.0,1.0,0.0,9.0,2019-05-27,gsc_property,worldwide,mobile,
antenas satelitales,0.0,2.0,0.0,9.0,2019-05-27,gsc_property,worldwide,mobile,
cabke,0.0,1.0,0.0,11.0,2019-05-27,gsc_property,worldwide,mobile,
cable,0.0,13.0,0.0,10.615384615384615,2019-05-27,gsc_property,worldwide,mobile,
cable barato,0.0,2.0,0.0,1.0,2019-05-27,gsc_property,worldwide,mobile,
cable canales,0.0,1.0,0.0,3.0,2019-05-27,gsc_property,worldwide,mobile,
cable de television,0.0,1.0,0.0,9.0,2019-05-27,gsc_property,worldwide,mobile,
cable del puerto,0.0,6.0,0.0,4.5,2019-05-27,gsc_property,worldwide,mobile,
cable hd,0.0,1.0,0.0,2.0,2019-05-27,gsc_property,worldwide,mobile,
tuves,26.0,53.0,0.49056603773584906,1.3018867924528301,2019-05-27,gsc_property,worldwide,desktop,
tuves hd,11.0,13.0,0.8461538461538461,1.0,2019-05-27,gsc_property,worldwide,desktop,
tu ves hd,6.0,10.0,0.6,1.0,2019-05-27,gsc_property,worldwide,desktop,
tuves tv,6.0,7.0,0.8571428571428571,1.0,2019-05-27,gsc_property,worldwide,desktop,
tuveshd,6.0,10.0,0.6,1.0,2019-05-27,gsc_property,worldwide,desktop,
television satelital,5.0,20.0,0.25,1.65,2019-05-27,gsc_property,worldwide,desktop,
tu ves,5.0,18.0,0.2777777777777778,1.7222222222222223,2019-05-27,gsc_property,worldwide,desktop,
canales online,3.0,67.0,0.04477611940298507,7.477611940298507,2019-05-27,gsc_property,worldwide,desktop,
tv cable,3.0,25.0,0.12,3.28,2019-05-27,gsc_property,worldwide,desktop,
tuves online,2.0,4.0,0.5,1.0,2019-05-27,gsc_property,worldwide,desktop,
tuves programacion,2.0,2.0,1.0,1.0,2019-05-27,gsc_property,worldwide,desktop,
cable tuves,1.0,2.0,0.5,1.0,2019-05-27,gsc_property,worldwide,desktop,
canales en hd online,1.0,4.0,0.25,7.0,2019-05-27,gsc_property,worldwide,desktop,
canales on line,1.0,12.0,0.08333333333333333,9.583333333333334,2019-05-27,gsc_property,worldwide,desktop,
empresa de television,1.0,1.0,1.0,3.0,2019-05-27,gsc_property,worldwide,desktop,
mi.tuves,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,desktop,
pago tuves,1.0,4.0,0.25,2.0,2019-05-27,gsc_property,worldwide,desktop,
television satelital chile,1.0,5.0,0.2,1.0,2019-05-27,gsc_property,worldwide,desktop,
tu tv,1.0,4.0,0.25,21.5,2019-05-27,gsc_property,worldwide,desktop,
tu ves cable,1.0,4.0,0.25,1.0,2019-05-27,gsc_property,worldwide,desktop,
tu ves tv,1.0,2.0,0.5,1.0,2019-05-27,gsc_property,worldwide,desktop,
tu vez hd,1.0,3.0,0.3333333333333333,1.0,2019-05-27,gsc_property,worldwide,desktop,
tuves chile,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,desktop,
tuves television,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,desktop,
tuves.cl,1.0,2.0,0.5,1.0,2019-05-27,gsc_property,worldwide,desktop,
tuveshd.cl,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,desktop,
tv cable barato,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,desktop,
tv cable chillan,1.0,1.0,1.0,4.0,2019-05-27,gsc_property,worldwide,desktop,
tv cable hogar,1.0,1.0,1.0,6.0,2019-05-27,gsc_property,worldwide,desktop,
tv cable online chile,1.0,2.0,0.5,11.5,2019-05-27,gsc_property,worldwide,desktop,
tv hd,1.0,14.0,0.07142857142857142,6.785714285714286,2019-05-27,gsc_property,worldwide,desktop,
tv hd chile,1.0,1.0,1.0,1.0,2019-05-27,gsc_property,worldwide,desktop,
tv hogar,1.0,4.0,0.25,6.25,2019-05-27,gsc_property,worldwide,desktop,
tv satelital,1.0,18.0,0.05555555555555555,3.611111111111111,2019-05-27,gsc_property,worldwide,desktop,
+tv,0.0,2.0,0.0,8.5,2019-05-27,gsc_property,worldwide,desktop,
", hd",0.0,1.0,0.0,5.0,2019-05-27,gsc_property,worldwide,desktop,
.tv,0.0,1.0,0.0,22.0,2019-05-27,gsc_property,worldwide,desktop,
abcdin visa pagar,0.0,1.0,0.0,57.0,2019-05-27,gsc_property,worldwide,desktop,
ae mundo programacion,0.0,1.0,0.0,52.0,2019-05-27,gsc_property,worldwide,desktop,
af,0.0,1.0,0.0,64.0,2019-05-27,gsc_property,worldwide,desktop,
amc gato tv,0.0,1.0,0.0,68.0,2019-05-27,gsc_property,worldwide,desktop,
amc programacion argentina,0.0,1.0,0.0,48.0,2019-05-27,gsc_property,worldwide,desktop,
america tv miami programacion,0.0,1.0,0.0,71.0,2019-05-27,gsc_property,worldwide,desktop,
antena barato,0.0,1.0,0.0,6.0,2019-05-27,gsc_property,worldwide,desktop,
antena satelital hd,0.0,1.0,0.0,15.0,2019-05-27,gsc_property,worldwide,desktop,
antenapng,0.0,1.0,0.0,48.0,2019-05-27,gsc_property,worldwide,desktop,
antenas hd peru,0.0,1.0,0.0,47.0,2019-05-27,gsc_property,worldwide,desktop,
asado png,0.0,1.0,0.0,40.0,2019-05-27,gsc_property,worldwide,desktop,
banco hd,0.0,1.0,0.0,91.0,2019-05-27,gsc_property,worldwide,desktop,
bethel tv programacion,0.0,2.0,0.0,50.5,2019-05-27,gsc_property,worldwide,desktop,
boleta de claro,0.0,1.0,0.0,83.0,2019-05-27,gsc_property,worldwide,desktop,
bolivia tv hd,0.0,1.0,0.0,90.0,2019-05-27,gsc_property,worldwide,desktop,
boton epg control remoto,0.0,1.0,0.0,13.0,2019-05-27,gsc_property,worldwide,desktop,
boton play png,0.0,1.0,0.0,57.0,2019-05-27,gsc_property,worldwide,desktop,
cable,0.0,6.0,0.0,9.333333333333334,2019-05-27,gsc_property,worldwide,desktop,
cable barato sin contrato,0.0,2.0,0.0,62.0,2019-05-27,gsc_property,worldwide,desktop,
cable canales,0.0,1.0,0.0,5.0,2019-05-27,gsc_property,worldwide,desktop,
cable chile,0.0,1.0,0.0,2.0,2019-05-27,gsc_property,worldwide,desktop,
cable de canales,0.0,1.0,0.0,8.0,2019-05-27,gsc_property,worldwide,desktop,
cable de tv,0.0,1.0,0.0,3.0,2019-05-27,gsc_property,worldwide,desktop,
cable del puerto,0.0,1.0,0.0,5.0,2019-05-27,gsc_property,worldwide,desktop,
cable hd,0.0,1.0,0.0,1.0,2019-05-27,gsc_property,worldwide,desktop,
cable mas alto hospicio,0.0,1.0,0.0,7.0,2019-05-27,gsc_property,worldwide,desktop,
cable prepago,0.0,2.0,0.0,19.0,2019-05-27,gsc_property,worldwide,desktop,
cable programacion,0.0,1.0,0.0,6.0,2019-05-27,gsc_property,worldwide,desktop,
cable satelital,0.0,4.0,0.0,1.0,2019-05-27,gsc_property,worldwide,desktop,
cable satelital gratis,0.0,1.0,0.0,8.0,2019-05-27,gsc_property,worldwide,desktop,
cable television,0.0,1.0,0.0,5.0,2019-05-27,gsc_property,worldwide,desktop,
cable tv barato,0.0,1.0,0.0,43.0,2019-05-27,gsc_property,worldwide,desktop,
cable tv sin contrato,0.0,1.0,0.0,85.0,2019-05-27,gsc_property,worldwide,desktop,
caja vecina cerca de mi ubicacion,0.0,1.0,0.0,52.0,2019-05-27,gsc_property,worldwide,desktop,
caja vecina temuco,0.0,1.0,0.0,48.0,2019-05-27,gsc_property,worldwide,desktop,
canal cdf premium,0.0,1.0,0.0,18.0,2019-05-27,gsc_property,worldwide,desktop,
canal claro,0.0,1.0,0.0,81.0,2019-05-27,gsc_property,worldwide,desktop,
canal etc online,0.0,1.0,0.0,16.0,2019-05-27,gsc_property,worldwide,desktop,
canal fx programacion,0.0,1.0,0.0,100.0,2019-05-27,gsc_property,worldwide,desktop,
canal mas chic programacion,0.0,1.0,0.0,71.0,2019-05-27,gsc_property,worldwide,desktop,
canal mega programacion,0.0,1.0,0.0,74.0,2019-05-27,gsc_property,worldwide,desktop,
canal plus premium,0.0,1.0,0.0,82.0,2019-05-27,gsc_property,worldwide,desktop,
canal premium,0.0,1.0,0.0,31.0,2019-05-27,gsc_property,worldwide,desktop,
canal sony programacion chile,0.0,1.0,0.0,35.0,2019-05-27,gsc_property,worldwide,desktop,
canal telemundo,0.0,1.0,0.0,72.0,2019-05-27,gsc_property,worldwide,desktop,
canal telemundo en chile,0.0,1.0,0.0,18.0,2019-05-27,gsc_property,worldwide,desktop,
canal trece.cl,0.0,1.0,0.0,73.0,2019-05-27,gsc_property,worldwide,desktop,
canal tv+,0.0,1.0,0.0,26.0,2019-05-27,gsc_property,worldwide,desktop,
canales adultos online,0.0,1.0,0.0,29.0,2019-05-27,gsc_property,worldwide,desktop,
canales chilenos online,0.0,1.0,0.0,30.0,2019-05-27,gsc_property,worldwide,desktop,
canales de cable gratis por internet hd,0.0,1.0,0.0,78.0,2019-05-27,gsc_property,worldwide,desktop,
canales de chile,0.0,1.0,0.0,8.0,2019-05-27,gsc_property,worldwide,desktop,
canales de futbol,0.0,1.0,0.0,69.0,2019-05-27,gsc_property,worldwide,desktop,
canales de pago online,0.0,1.0,0.0,4.0,2019-05-27,gsc_property,worldwide,desktop,
canales de tv,0.0,2.0,0.0,18.0,2019-05-27,gsc_property,worldwide,desktop,
canales de tv abierta en chile,0.0,1.0,0.0,55.0,2019-05-27,gsc_property,worldwide,desktop,
canales de tv cable,0.0,5.0,0.0,6.0,2019-05-27,gsc_property,worldwide,desktop,
canales de tv cable online,0.0,1.0,0.0,70.0,2019-05-27,gsc_property,worldwide,desktop,
canales de tv online,0.0,1.0,0.0,36.0,2019-05-27,gsc_property,worldwide,desktop,
canales en linea,0.0,4.0,0.0,8.5,2019-05-27,gsc_property,worldwide,desktop,
canales en online,0.0,1.0,0.0,6.0,2019-05-27,gsc_property,worldwide,desktop,
canales full hd online,0.0,1.0,0.0,19.0,2019-05-27,gsc_property,worldwide,desktop,
canales hd,0.0,1.0,0.0,13.0,2019-05-27,gsc_property,worldwide,desktop,
tu ves hd,1.0,2.0,0.5,1.0,2019-05-27,gsc_property,worldwide,tablet,
cable tv,0.0,1.0,0.0,5.0,2019-05-27,gsc_property,worldwide,tablet,
canales on line,0.0,1.0,0.0,11.0,2019-05-27,gsc_property,worldwide,tablet,
canales online,0.0,4.0,0.0,7.75,2019-05-27,gsc_property,worldwide,tablet,
chilena hd,0.0,1.0,0.0,6.0,2019-05-27,gsc_property,worldwide,tablet,
h d,0.0,1.0,0.0,12.0,2019-05-27,gsc_property,worldwide,tablet,
hbo hd programacion,0.0,1.0,0.0,10.0,2019-05-27,gsc_property,worldwide,tablet,
hd,0.0,22.0,0.0,8.363636363636363,2019-05-27,gsc_property,worldwide,tablet,
programacion cinemax chile,0.0,1.0,0.0,10.0,2019-05-27,gsc_property,worldwide,tablet,
programacion hbo movistar chile,0.0,1.0,0.0,10.0,2019-05-27,gsc_property,worldwide,tablet,
tu tv hd,0.0,12.0,0.0,4.5,2019-05-27,gsc_property,worldwide,tablet,
tu vez,0.0,1.0,0.0,5.0,2019-05-27,gsc_property,worldwide,tablet,
tu vez hd,0.0,1.0,0.0,1.0,2019-05-27,gsc_property,worldwide,tablet,
tv cable economico,0.0,1.0,0.0,1.0,2019-05-27,gsc_property,worldwide,tablet,
tv chile online,0.0,1.0,0.0,30.0,2019-05-27,gsc_property,worldwide,tablet,
tv hd chile,0.0,4.0,0.0,1.0,2019-05-27,gsc_property,worldwide,tablet,
tv satelital chile,0.0,1.0,0.0,1.0,2019-05-27,gsc_property,worldwide,tablet,
tv tubes,0.0,1.0,0.0,1.0,2019-05-27,gsc_property,worldwide,tablet,
tvcable,0.0,1.0,0.0,6.0,2019-05-27,gsc_property,worldwide,tablet,
tvhd,0.0,2.0,0.0,2.0,2019-05-27,gsc_property,worldwide,tablet,
tú ves,0.0,1.0,0.0,8.0,2019-05-27,gsc_property,worldwide,tablet,
venus tv online digital,0.0,1.0,0.0,19.0,2019-05-27,gsc_property,worldwide,tablet,
