Keyword,Clicks,Impressions,CTR,Position,Date, Page,Country,Device
tuves hd cable,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves hd call center,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves hd contacto,1.0,2.0,0.5,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves hd iquique,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves hd numero telefonico,1.0,8.0,0.125,1.5,2019-05-29,gsc_property,worldwide,mobile,
tuves hd planes,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves hd reclamos,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves hd servicio al cliente,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves pagar,1.0,9.0,0.1111111111111111,2.0,2019-05-29,gsc_property,worldwide,mobile,
tuves pago online,1.0,3.0,0.3333333333333333,2.0,2019-05-29,gsc_property,worldwide,mobile,
tuves s.a,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves sa,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves tv chile,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves tv reclamos,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tuves.cl pago,1.0,3.0,0.3333333333333333,2.0,2019-05-29,gsc_property,worldwide,mobile,
tuveshd.cl,1.0,4.0,0.25,1.0,2019-05-29,gsc_property,worldwide,mobile,
tv cable la pintana,1.0,2.0,0.5,4.5,2019-05-29,gsc_property,worldwide,mobile,
tv cable rancagua,1.0,4.0,0.25,3.0,2019-05-29,gsc_property,worldwide,mobile,
tv hogar,1.0,3.0,0.3333333333333333,7.333333333333333,2019-05-29,gsc_property,worldwide,mobile,
tves,1.0,10.0,0.1,4.4,2019-05-29,gsc_property,worldwide,mobile,
tves chile,1.0,4.0,0.25,1.0,2019-05-29,gsc_property,worldwide,mobile,
tves tv,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tvhd,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
tvves,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
+tv,0.0,7.0,0.0,9.285714285714286,2019-05-29,gsc_property,worldwide,mobile,
/hd,0.0,1.0,0.0,5.0,2019-05-29,gsc_property,worldwide,mobile,
6000 81 6000,0.0,1.0,0.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
a al hd,0.0,1.0,0.0,1.0,2019-05-29,gsc_property,worldwide,mobile,
af,0.0,1.0,0.0,89.0,2019-05-29,gsc_property,worldwide,mobile,
antena satelital,0.0,1.0,0.0,9.0,2019-05-29,gsc_property,worldwide,mobile,
antena tv satelital digital hd gratis,0.0,1.0,0.0,7.0,2019-05-29,gsc_property,worldwide,mobile,
antenas prepago,0.0,1.0,0.0,4.0,2019-05-29,gsc_property,worldwide,mobile,
antenas satelitales chile,0.0,1.0,0.0,10.0,2019-05-29,gsc_property,worldwide,mobile,
best por hd,0.0,1.0,0.0,16.0,2019-05-29,gsc_property,worldwide,mobile,
tuves,20.0,38.0,0.5263157894736842,1.4736842105263157,2019-05-29,gsc_property,worldwide,desktop,
tuves hd,17.0,23.0,0.7391304347826086,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuveshd,6.0,10.0,0.6,1.0,2019-05-29,gsc_property,worldwide,desktop,
tu ves,4.0,17.0,0.23529411764705882,2.2941176470588234,2019-05-29,gsc_property,worldwide,desktop,
canales online,3.0,63.0,0.047619047619047616,8.19047619047619,2019-05-29,gsc_property,worldwide,desktop,
tuves tv,3.0,3.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tv cable,3.0,34.0,0.08823529411764706,3.5588235294117645,2019-05-29,gsc_property,worldwide,desktop,
tu ves hd,2.0,6.0,0.3333333333333333,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves chile,2.0,2.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves hd contacto,2.0,2.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves online,2.0,2.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves programacion,2.0,2.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves.cl,2.0,3.0,0.6666666666666666,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuveshd.cl,2.0,3.0,0.6666666666666666,1.0,2019-05-29,gsc_property,worldwide,desktop,
cable tuves,1.0,2.0,0.5,1.0,2019-05-29,gsc_property,worldwide,desktop,
call center tuves,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
canales tuves,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
servicio de cable mas barato,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
solo hd tubes,1.0,1.0,1.0,62.0,2019-05-29,gsc_property,worldwide,desktop,
telecable,1.0,1.0,1.0,2.0,2019-05-29,gsc_property,worldwide,desktop,
television satelital,1.0,20.0,0.05,1.25,2019-05-29,gsc_property,worldwide,desktop,
tu tv,1.0,8.0,0.125,40.25,2019-05-29,gsc_property,worldwide,desktop,
tu vez,1.0,2.0,0.5,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuvehd,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves hd chile,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves hd reclamos,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves internet,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves pagar,1.0,2.0,0.5,2.0,2019-05-29,gsc_property,worldwide,desktop,
tuves pagos,1.0,5.0,0.2,2.0,2019-05-29,gsc_property,worldwide,desktop,
tuves tv chile,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tuves.cl pago,1.0,1.0,1.0,2.0,2019-05-29,gsc_property,worldwide,desktop,
tuvezhd,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
tv hd,1.0,20.0,0.05,6.65,2019-05-29,gsc_property,worldwide,desktop,
tv online chile,1.0,4.0,0.25,30.5,2019-05-29,gsc_property,worldwide,desktop,
tv satelital chile,1.0,5.0,0.2,1.4,2019-05-29,gsc_property,worldwide,desktop,
tv.cl en vivo,1.0,1.0,1.0,111.0,2019-05-29,gsc_property,worldwide,desktop,
tvves,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
+tv,0.0,3.0,0.0,9.333333333333334,2019-05-29,gsc_property,worldwide,desktop,
.tv,0.0,1.0,0.0,42.0,2019-05-29,gsc_property,worldwide,desktop,
abcdin pagar online,0.0,1.0,0.0,54.0,2019-05-29,gsc_property,worldwide,desktop,
acacias 38 capitulo 272,0.0,1.0,0.0,79.0,2019-05-29,gsc_property,worldwide,desktop,
actualizaciones freesky,0.0,1.0,0.0,31.0,2019-05-29,gsc_property,worldwide,desktop,
af chile,0.0,1.0,0.0,96.0,2019-05-29,gsc_property,worldwide,desktop,
amc programacion argentina,0.0,1.0,0.0,71.0,2019-05-29,gsc_property,worldwide,desktop,
amc programacion argentina hoy,0.0,1.0,0.0,62.0,2019-05-29,gsc_property,worldwide,desktop,
antena barato,0.0,1.0,0.0,10.0,2019-05-29,gsc_property,worldwide,desktop,
antena para tv de tubo,0.0,1.0,0.0,79.0,2019-05-29,gsc_property,worldwide,desktop,
antena satelital,0.0,1.0,0.0,9.0,2019-05-29,gsc_property,worldwide,desktop,
antena tv,0.0,1.0,0.0,73.0,2019-05-29,gsc_property,worldwide,desktop,
antena tv app,0.0,1.0,0.0,98.0,2019-05-29,gsc_property,worldwide,desktop,
antena tv satelital,0.0,1.0,0.0,15.0,2019-05-29,gsc_property,worldwide,desktop,
arica tv online,0.0,1.0,0.0,44.0,2019-05-29,gsc_property,worldwide,desktop,
boleta claro,0.0,1.0,0.0,53.0,2019-05-29,gsc_property,worldwide,desktop,
boton rojo png,0.0,1.0,0.0,32.0,2019-05-29,gsc_property,worldwide,desktop,
cable,0.0,9.0,0.0,8.444444444444445,2019-05-29,gsc_property,worldwide,desktop,
cable barato sin contrato,0.0,1.0,0.0,58.0,2019-05-29,gsc_property,worldwide,desktop,
cable de television,0.0,1.0,0.0,9.0,2019-05-29,gsc_property,worldwide,desktop,
cable hdmi a rca como se conecta,0.0,1.0,0.0,96.0,2019-05-29,gsc_property,worldwide,desktop,
cable mas economico,0.0,1.0,0.0,3.0,2019-05-29,gsc_property,worldwide,desktop,
cable onda sucursales,0.0,1.0,0.0,60.0,2019-05-29,gsc_property,worldwide,desktop,
cable prepago,0.0,1.0,0.0,2.0,2019-05-29,gsc_property,worldwide,desktop,
cable satelital,0.0,1.0,0.0,1.0,2019-05-29,gsc_property,worldwide,desktop,
cable television,0.0,2.0,0.0,5.0,2019-05-29,gsc_property,worldwide,desktop,
cable tv,0.0,3.0,0.0,5.333333333333333,2019-05-29,gsc_property,worldwide,desktop,
cable tv gratis en vivo,0.0,1.0,0.0,172.0,2019-05-29,gsc_property,worldwide,desktop,
cablehd,0.0,1.0,0.0,2.0,2019-05-29,gsc_property,worldwide,desktop,
cablehd.online,0.0,3.0,0.0,3.0,2019-05-29,gsc_property,worldwide,desktop,
cablehogar telefonos,0.0,1.0,0.0,47.0,2019-05-29,gsc_property,worldwide,desktop,
cables de tv,0.0,1.0,0.0,8.0,2019-05-29,gsc_property,worldwide,desktop,
caja vecina,0.0,1.0,0.0,44.0,2019-05-29,gsc_property,worldwide,desktop,
caja vecina cerca de mi ubicacion,0.0,1.0,0.0,48.0,2019-05-29,gsc_property,worldwide,desktop,
canal 13 programación,0.0,1.0,0.0,69.0,2019-05-29,gsc_property,worldwide,desktop,
canal 137,0.0,1.0,0.0,6.0,2019-05-29,gsc_property,worldwide,desktop,
canal adulto,0.0,1.0,0.0,43.0,2019-05-29,gsc_property,worldwide,desktop,
canal de musica,0.0,1.0,0.0,35.0,2019-05-29,gsc_property,worldwide,desktop,
canal de tv venus,0.0,1.0,0.0,81.0,2019-05-29,gsc_property,worldwide,desktop,
canal golden programacion,0.0,1.0,0.0,68.0,2019-05-29,gsc_property,worldwide,desktop,
canal mad,0.0,1.0,0.0,57.0,2019-05-29,gsc_property,worldwide,desktop,
canal nacional tv,0.0,1.0,0.0,57.0,2019-05-29,gsc_property,worldwide,desktop,
canal premium,0.0,1.0,0.0,31.0,2019-05-29,gsc_property,worldwide,desktop,
canales,0.0,1.0,0.0,9.0,2019-05-29,gsc_property,worldwide,desktop,
canales adultos online,0.0,1.0,0.0,19.0,2019-05-29,gsc_property,worldwide,desktop,
canales cable,0.0,2.0,0.0,15.0,2019-05-29,gsc_property,worldwide,desktop,
canales claro hogar,0.0,1.0,0.0,11.0,2019-05-29,gsc_property,worldwide,desktop,
canales de bolivia,0.0,2.0,0.0,92.0,2019-05-29,gsc_property,worldwide,desktop,
canales de chile,0.0,4.0,0.0,23.0,2019-05-29,gsc_property,worldwide,desktop,
canales de chile en vivo,0.0,1.0,0.0,71.0,2019-05-29,gsc_property,worldwide,desktop,
canales de chile en vivo por internet,0.0,1.0,0.0,49.0,2019-05-29,gsc_property,worldwide,desktop,
canales de futbol,0.0,1.0,0.0,65.0,2019-05-29,gsc_property,worldwide,desktop,
canales de hd,0.0,1.0,0.0,49.0,2019-05-29,gsc_property,worldwide,desktop,
canales de musica,0.0,1.0,0.0,43.0,2019-05-29,gsc_property,worldwide,desktop,
canales de paga online,0.0,1.0,0.0,31.0,2019-05-29,gsc_property,worldwide,desktop,
canales de television en internet,0.0,1.0,0.0,44.0,2019-05-29,gsc_property,worldwide,desktop,
canales de tv cable,0.0,1.0,0.0,7.0,2019-05-29,gsc_property,worldwide,desktop,
canales en hd,0.0,1.0,0.0,69.0,2019-05-29,gsc_property,worldwide,desktop,
canales en linea,0.0,3.0,0.0,8.333333333333332,2019-05-29,gsc_property,worldwide,desktop,
canales hd,0.0,2.0,0.0,15.5,2019-05-29,gsc_property,worldwide,desktop,
canales hd chile,0.0,1.0,0.0,11.0,2019-05-29,gsc_property,worldwide,desktop,
canales hd online,0.0,1.0,0.0,6.0,2019-05-29,gsc_property,worldwide,desktop,
canales logo,0.0,1.0,0.0,8.0,2019-05-29,gsc_property,worldwide,desktop,
canales online,1.0,8.0,0.125,8.75,2019-05-29,gsc_property,worldwide,tablet,
tuves chile,1.0,1.0,1.0,1.0,2019-05-29,gsc_property,worldwide,tablet,
tv cable,1.0,2.0,0.5,3.5,2019-05-29,gsc_property,worldwide,tablet,
tv cable chile,1.0,1.0,1.0,5.0,2019-05-29,gsc_property,worldwide,tablet,
tv cable online chile,1.0,1.0,1.0,11.0,2019-05-29,gsc_property,worldwide,tablet,
canales en linea,0.0,1.0,0.0,8.0,2019-05-29,gsc_property,worldwide,tablet,
canales on line,0.0,1.0,0.0,10.0,2019-05-29,gsc_property,worldwide,tablet,
canales satelitales,0.0,1.0,0.0,9.0,2019-05-29,gsc_property,worldwide,tablet,
chat y tv gratis,0.0,1.0,0.0,10.0,2019-05-29,gsc_property,worldwide,tablet,
cual es la mejor compañia de tv cable en chile,0.0,1.0,0.0,10.0,2019-05-29,gsc_property,worldwide,tablet,
hd,0.0,12.0,0.0,6.916666666666667,2019-05-29,gsc_property,worldwide,tablet,
numero telefonico de tuves hd,0.0,1.0,0.0,2.0,2019-05-29,gsc_property,worldwide,tablet,
televisores baratos,0.0,1.0,0.0,19.0,2019-05-29,gsc_property,worldwide,tablet,
tu tv hd,0.0,8.0,0.0,5.75,2019-05-29,gsc_property,worldwide,tablet,
tuves hd,0.0,1.0,0.0,1.0,2019-05-29,gsc_property,worldwide,tablet,
tv cable en chile,0.0,1.0,0.0,2.0,2019-05-29,gsc_property,worldwide,tablet,
tv hd,0.0,1.0,0.0,7.0,2019-05-29,gsc_property,worldwide,tablet,
tv mas,0.0,1.0,0.0,17.0,2019-05-29,gsc_property,worldwide,tablet,
tv mas online,0.0,1.0,0.0,10.0,2019-05-29,gsc_property,worldwide,tablet,
tv paga online,0.0,1.0,0.0,2.0,2019-05-29,gsc_property,worldwide,tablet,
tv satelital,0.0,1.0,0.0,1.0,2019-05-29,gsc_property,worldwide,tablet,
